id,title,console,alcohol_reference,animated_blood,blood,blood_and_gore,cartoon_violence,crude_humor,drug_reference,fantasy_violence,intense_violence,language,lyrics,mature_humor,mild_blood,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,strong_sexual_content,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,violence,esrb_rating,new_development_cost,new_marketing_cost,new_production_cost,development_cost,marketing_cost,production_cost,release_year,release_date
1568,City of Brass,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,-1,-1,-1,76204173,32658931,108863104,2018,20180504
1569,Rocketbirds 2 Evolution,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,77762447,33326763,111089210,2016,20160426
1570,Survive! Mr.CUBE (US Ver.),0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,77192051,33082307,110274358,2018,20180426
1571,Double Dragon 4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ET,59146235,25348386,84494621,75828506,32497931,108326437,2020,20200611
1572,Feral Fury ,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,87303408,37415746,124719155,2016,20161005
1573,Mighty Switch Force! Collection,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,76817764,32921899,109739663,98484313,42207563,140691876,2019,20190725
1574,The 25th Ward: The Silver Case,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,-1,-1,-1,87324795,37424912,124749707,2018,20180326
1575,NOBUNAGA'S AMBITION: Taishi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,86586530,37108513,123695043,2017,20171130
1576,Pizza Titan Ultra,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,90382297,38735270,129117567,2018,20180926
1577,STAR WARS™ Jedi Knight II - Jedi Outcast™,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,72531565,31084956,103616522,92989186,39852508,132841695,2019,20190924
1578,Flynn and Freckles,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,88367292,37871697,126238989,2018,20180516
1579,Close to the Sun,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,61217589,26236110,87453699,78484089,33636038,112120127,2019,20191029
1580,Sneaky Bears,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,85054804,36452059,121506863,2017,20170829
1581,Little Town Hero,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,63220736,27094601,90315337,81052225,34736668,115788893,2020,20200622
1582,EVERSPACE™ - Encounters,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,97831611,41927833,139759444,2018,20180511
1583,Shadowgate,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,97163789,41641624,138805413,2014,20140820
1584,3D MiniGolf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,82800650,35485993,118286643,2015,20150529
1585,Street Power Game,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,75442080,32332320,107774400,96720616,41451692,138172308,2020,20200825
1586,Super Bomberman R,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,89031172,38156217,127187389,2018,20180612
1587,Kill The Bad Guy,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,M,-1,-1,-1,84686718,36294308,120981026,2017,20170131
1588,Gotcha Racing 2nd,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,101294824,43412068,144706892,2018,20180719
1589,Blair Witch,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,60747618,26034693,86782311,77881561,33377812,111259373,2019,20191203
1590,MX vs ATV All Out 2020 Pro Nationals Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,74351973,31865131,106217104,2018,20180323
1591,Arcade Archives ELEVATOR ACTION,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,101050090,43307182,144357272,2017,20171123
1592,Power Rangers: Battle for the Grid - Collector's Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,68187141,29223060,97410202,87419412,37465462,124884875,2019,20190326
1593,Plants vs. Zombies: La Batalla Por Neighborville,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,63746650,27319993,91066642,81726474,35025632,116752105,2019,20191018
1594,Tennis World Tour 2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,70584510,30250504,100835014,90492961,38782698,129275659,2020,20200922
1595,Frantics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,89074080,38174606,127248686,2018,20180307
1596,Taiko no Tatsujin: Drum Session!,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,80106431,34331328,114437759,2018,20181102
1597,Override 2: Super Mech League – Ultraman Deluxe Edition,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,73463433,31484329,104947762,94183889,40364524,134548413,2020,20201222
1598,Absolver,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,65184078,27936034,93120112,83569331,35815428,119384759,2019,20190107
1599,World War Z,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,60034811,25729205,85764015,76967706,32986160,109953866,2020,20200505
1600,Valthirian Arc: Hero School Story,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,75370423,32301610,107672033,2018,20180928
1601,Marvel's Iron Man VR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,59428659,25469426,84898085,76190589,32653110,108843699,2020,20200703
1602,The Escapists,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,74127944,31769118,105897062,95035825,40729639,135765464,2019,20191017
1603,American Ninja Warrior: Challenge ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,62187633,26651843,88839475,79727734,34169029,113896763,2019,20190319
1604,Pipe Push Paradise ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,95354239,40866102,136220341,2018,20180119
1605,Nioh 2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,M,68330218,29284379,97614598,87602844,37544076,125146920,2021,20210205
1606,The Inner World,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,T,-1,-1,-1,81280258,34834396,116114655,2017,20170331
1607,BoxVR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,90475638,38775273,129250911,2017,20170613
1608,The Elder Scrolls Online: Summerset,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,M,-1,-1,-1,92427091,39611610,132038701,2018,20180605
1609,Volgarr The Viking,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,100232084,42956608,143188692,2014,20141031
1610,Black Desert Prestige Edition,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,T,71002557,30429667,101432224,91028919,39012394,130041313,2020,20201202
1611,Attack on Titan 2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,-1,-1,-1,90685868,38865372,129551240,2018,20180314
1612,Children of Morta,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,64394678,27597720,91992398,82557280,35381692,117938972,2019,20191015
1613,Ruined King: A League of Legends Story,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,T,63384117,27164622,90548739,81261689,34826438,116088127,2021,20211116
1614,Fallout 76: Steel Dawn,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,57482836,24635501,82118337,73695943,31583976,105279919,2020,20201124
1615,CAT Interstellar,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,99661062,42711884,142372945,2015,20150828
1616,Tom Clancy's Rainbow Six Siege: Advanced Edition,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,-1,-1,-1,99128800,42483772,141612572,2018,20180213
1617,THE KING OF FIGHTERS™ COLLECTION: THE OROCHI SAGA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,T,-1,-1,-1,90904790,38959196,129863985,2008,20081208
1618,Los Sims™ 4 Vida Isleña,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,88143212,37775662,125918874,2014,20140902
1619,Azure Striker GUNVOLT: STRIKER PACK,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,T,75209483,32232636,107442119,96422414,41323892,137746306,2020,20200422
1620,Dead Secret,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,89832523,38499653,128332176,2018,20180424
1621,IKARUGA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,98980157,42420067,141400224,2008,20080409
1622,Killing Floor: Incursion ,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,M,-1,-1,-1,91685917,39293964,130979881,2018,20180501
1623,Pierhead Arcade,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,99886170,42808359,142694529,2016,20160921
1624,Anima: Gate of Memories -The Nameless Chronicles,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,81554334,34951858,116506192,2018,20180619
1625,Attack of the Earthlings,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,57788239,24766388,82554627,74087486,31751780,105839265,2019,20190305
1626,My Universe : School teacher,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,65803485,28201494,94004978,84363442,36155761,120519203,2020,20201103
1627,The Outer Worlds,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,67820465,29065914,96886378,86949314,37263992,124213305,2019,20191025
1628,Life is Strange 2 Complete Season,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,M,-1,-1,-1,88405738,37888174,126293912,2018,20180926
1629,Bubsy: Paws On Fire!,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,75689854,32438509,108128363,97038275,41587832,138626107,2019,20190516
1630,Castlevania Requiem: Symphony of the Night & Rondo of Blood,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,T,-1,-1,-1,85919845,36822791,122742636,2018,20181026
1631,Ruiner,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,M,-1,-1,-1,84379528,36162655,120542183,2017,20170926
1632,MLB The Show 18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,81820676,35066004,116886680,2018,20180327
1633,My Universe - Pet Clinic Cats and Dogs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,60589969,25967130,86557098,77679447,33291192,110970639,2021,20210209
1634,Minecraft: Story Mode - Season Two - Episode 4: Below the Bedrock,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,78504299,33644699,112148998,2017,20171107
1635,Wallachia: Reign of Dracula,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,T,62892395,26953884,89846279,80631276,34556261,115187537,2021,20211002
1636,Floor Plan,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,92185855,39508223,131694078,2018,20180320
1637,Wailing Heights,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,93693529,40154370,133847899,2018,20180815
1638,Wattam,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,74449031,31906728,106355759,95447476,40906061,136353537,2019,20191217
1639,ESPER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,80556780,34524334,115081114,2018,20180629
1640,FIVE NIGHTS AT FREDDY'S: HELP WANTED,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,64265377,27542305,91807682,82391509,35310647,117702156,2020,20201030
1641,RICK AND MORTY: VIRTUAL RICK-ALITY ,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,-1,-1,-1,75211597,32233541,107445138,2017,20170420
1642,Just Dance 2020,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,77460518,33197366,110657884,99308357,42560725,141869082,2019,20191105
1643,Space Invaders Forever,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,E,58658346,25139291,83797637,75203008,32229860,107432868,2020,20201201
1644,Steep: Winter Games Edition,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,89031280,38156263,127187543,2017,20171205
1645,Rocket Arena,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,65445232,28047957,93493189,83904144,35958919,119863063,2020,20200714
1646,Knights and Bikes,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,64519291,27651125,92170416,82717040,35450160,118167200,2020,20201105
1647,Override: Mech City Brawl,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,97433812,41757348,139191160,2018,20181204
1648,Crypt of the NecroDancer,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,81728422,35026466,116754888,2017,20170210
1649,ACA NEOGEO Gururin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,93675643,40146704,133822347,2018,20180412
1650,Pool Nation,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,64382654,27592566,91975220,82541864,35375085,117916949,2019,20190709
1651,PixARK,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,65039657,27874139,92913797,83384176,35736076,119120252,2019,20190531
1652,Yakuza 5,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,M,-1,-1,-1,97285838,41693931,138979769,2015,20151208
1653,LIGHTFIELD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,88508721,37932309,126441030,2017,20170925
1654,A Plague Tale : Innocence,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,71256266,30538399,101794665,91354187,39151794,130505981,2019,20190514
1655,Chicken Assassin: Reloaded,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,97516614,41792835,139309449,2018,20180717
1656,Hob,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,83282594,35692540,118975135,2017,20170926
1657,Revenant Dogma,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,ET,-1,-1,-1,88801834,38057929,126859763,2018,20180912
1658,The Sims™ 4 Star Wars™: Journey to Batuu,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,77148053,33063451,110211504,98907760,42389040,141296800,2020,20200908
1659,Inertial Drift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,71436310,30615562,102051872,91585013,39250720,130835733,2020,20200930
1660,The Last of Us Part II,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,M,78966336,33842715,112809051,101238892,43388096,144626988,2020,20200619
1661,Dragon Sinker,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,66457116,28481621,94938737,85201431,36514899,121716330,2020,20200108
1662,Crayola Scoot,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,81600533,34971657,116572190,2018,20181023
1663,The Lord of the Rings Living Card Game,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,64999835,27857072,92856907,83333122,35714195,119047317,2019,20190430
1664,League of Evil,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,100611724,43119310,143731035,2018,20180919
1665,Marvel's Spider-Man: Game of the Year Edition,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,T,65600764,28114613,93715377,84103543,36044376,120147919,2019,20190828
1666,Island Time,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,60695056,26012167,86707223,77814175,33348932,111163107,2021,20210407
1667,Red Dead Redemption 2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,M,-1,-1,-1,92239708,39531304,131771012,2018,20181026
1668,Pig Eat Ball,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,73363828,31441641,104805468,94056190,40309796,134365985,2019,20191018
1669,CONTRA ROGUE CORPS,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,M,71570230,30672956,102243185,91756705,39324302,131081007,2019,20190924
1670,The Walking Dead: Saints & Sinners - Complete Edition,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,M,74429982,31898564,106328546,95423054,40895595,136318649,2020,20200123
1671,Mages of Mystralia,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,92886356,39808438,132694794,2017,20170822
1672,Alone With You,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,81726200,35025514,116751714,2016,20160823
1673,8 To Glory,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,99290731,42553170,141843901,2018,20180731
1674,Tokyo Xanadu eX+,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,-1,-1,-1,100798288,43199266,143997554,2017,20171208
1675,FINAL FANTASY XV ROYAL EDITION,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,T,-1,-1,-1,76913544,32962947,109876491,2018,20180306
1676,Firefighters: Plant Fire Department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,75135696,32201013,107336709,2017,20171130
1677,Ghost of a Tale,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,75993002,32568430,108561432,2018,20180313
1678,Achtung! Cthulhu Tactics,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,79934690,34257724,114192414,2018,20181121
1679,Warhammer: Chaosbane,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,M,66454083,28480321,94934404,85197542,36513232,121710775,2019,20190531
1680,MY HERO ONE'S JUSTICE 2,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,T,60752819,26036923,86789741,77888229,33380670,111268899,2020,20200417
1681,ONRUSH,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ET,-1,-1,-1,75087884,32180522,107268406,2018,20180605
1682,Fishing Sim World: Pro Tour Collector's Edition,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,66953372,28694302,95647674,85837656,36787567,122625223,2020,20200414
1683,Windjammers,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,E,-1,-1,-1,93060581,39883106,132943687,2017,20170829
1684,ACA NEOGEO METAL SLUG X,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,91699825,39299925,130999750,2017,20171005
1685,Utawarerumono: ZAN,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,T,71391761,30596469,101988230,91527899,39226242,130754141,2019,20190910
1686,Destiny 2: New Light,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,T,-1,-1,-1,89620821,38408923,128029744,2017,20170906
1687,Star Wars Jedi Knight: Jedi Academy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,T,65030079,27870034,92900113,83371896,35730813,119102709,2020,20200326
1688,The Sims™ 4 Kids Room Stuff,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,T,-1,-1,-1,91600674,39257432,130858105,2018,20180619
1689,Outer Wilds,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ET,78105869,33473944,111579814,100135730,42915313,143051043,2019,20191015
